project_id,state,district,project_type,priority,current_stage,land_area_hectares,affected_owner_count,household_count,project_value_cr,compensation_offered_cr,compensation_paid_cr,compensation_pending_cr,compensation_paid_ratio,pending_document_count,document_pending_ratio,pending_approval_count,approval_age_days,objection_count,court_stay_flag,legal_issue_count,utility_shift_pending,forest_clearance_pending,railway_crossing_pending,stage_age_days,project_age_days,days_to_target,overall_progress_pct,progress_gap,district_delay_rate,past_delay_count,ground_truth_prob,delay_flag,delay_days
LA-2026-1354,Uttar Pradesh,Varanasi,Rural Road Connectivity (PMGSY),High,Stage 3: Section 15 Hearing & Objections,72.21,255,249,331.34,101.67,18.2,83.47,0.179,2,0.167,7,75,4,0,4,0,0,0,125,361,242,0.98,58.9,0.381,0,0.68,1,132
LA-2026-1355,Tamil Nadu,Madurai,Urban Metro Transit Extension,High,Stage 2: Section 11 Notification,30.64,247,239,119.2,42.4,3.26,39.14,0.077,28,0.824,5,10,5,0,5,0,0,0,39,76,230,0.98,23.9,0.279,1,0.776,1,100
LA-2026-1356,Madhya Pradesh,Ujjain,Major Irrigation & Canal,Normal,Stage 3: Section 15 Hearing & Objections,86.86,651,662,197.32,99.7,8.37,91.33,0.084,9,0.273,2,111,8,1,9,0,0,0,154,201,153,0.98,55.8,0.266,3,0.98,1,203
LA-2026-1357,Tamil Nadu,Coimbatore,National Highway Corridor,High,Stage 3: Section 15 Hearing & Objections,64.02,535,522,230.32,97.24,15.66,81.58,0.161,7,0.583,7,109,5,0,5,0,0,1,74,189,-6,0.98,99.0,0.248,5,0.778,1,375
LA-2026-1358,Rajasthan,Alwar,Major Irrigation & Canal,Cabinet Fast-Track,Stage 6: Land Possession & Handover,30.47,278,181,215.37,64.75,40.15,24.6,0.62,19,0.95,8,104,5,0,5,1,0,0,150,155,31,0.98,82.4,0.377,0,0.928,1,159
LA-2026-1359,Gujarat,Ahmedabad,Urban Metro Transit Extension,Critical,Stage 3: Section 15 Hearing & Objections,17.96,104,67,161.78,80.31,4.58,75.73,0.057,5,0.2,2,86,3,0,3,0,0,0,37,55,214,0.98,19.5,0.227,4,0.521,1,131
LA-2026-1360,Gujarat,Rajkot,Urban Metro Transit Extension,Critical,Stage 4: Section 19 Declaration,76.64,597,460,110.23,43.0,16.12,26.88,0.375,12,0.522,1,97,9,0,9,0,1,0,92,183,92,0.98,65.6,0.169,5,0.809,1,122
LA-2026-1361,Tamil Nadu,Madurai,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 2: Section 11 Notification,55.7,467,484,200.86,54.27,6.84,47.43,0.126,3,0.097,1,73,6,0,6,0,0,0,63,386,8,0.98,97.0,0.262,5,0.717,1,160
LA-2026-1362,Tamil Nadu,Salem,Renewable Energy Solar Park,Critical,Stage 6: Land Possession & Handover,27.77,225,136,138.16,68.51,61.11,7.4,0.892,4,0.174,7,66,4,0,4,0,0,0,169,618,100,0.98,85.1,0.206,4,0.55,1,168
LA-2026-1363,Karnataka,Belagavi,High-Speed Rail / DFC,Normal,Stage 2: Section 11 Notification,327.28,2752,2661,762.71,369.55,41.39,328.16,0.112,6,0.4,6,52,36,1,39,0,1,1,170,268,-64,0.98,99.0,0.212,2,0.976,1,198
LA-2026-1364,Tamil Nadu,Kanchipuram,Industrial Smart City Corridor,Critical,Stage 2: Section 11 Notification,109.92,916,925,191.28,51.07,6.28,44.79,0.123,21,0.636,5,50,14,0,14,1,1,0,39,36,475,0.98,6.1,0.359,2,0.529,1,106
LA-2026-1365,Odisha,Angul,Major Irrigation & Canal,Normal,Stage 1: Preliminary Survey & SIA,21.24,145,123,115.83,39.38,2.64,36.74,0.067,29,0.906,8,114,3,0,3,0,0,0,49,276,43,0.98,85.5,0.47,5,0.829,1,246
LA-2026-1366,Maharashtra,Aurangabad,Industrial Smart City Corridor,Critical,Stage 2: Section 11 Notification,29.32,260,174,43.2,22.12,4.05,18.07,0.183,21,0.7,5,102,4,0,4,0,1,0,63,49,679,0.98,5.8,0.312,1,0.71,1,305
LA-2026-1367,Tamil Nadu,Kanchipuram,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,18.2,95,87,119.47,37.02,13.48,23.54,0.364,24,0.774,2,76,1,0,1,0,0,0,156,199,528,0.98,26.4,0.379,6,0.586,1,257
LA-2026-1368,Odisha,Khurda,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 4: Section 19 Declaration,41.84,229,203,214.44,55.49,20.14,35.35,0.363,26,1.0,4,27,2,0,2,1,0,0,105,273,415,0.98,38.7,0.317,0,0.732,1,273
LA-2026-1369,Karnataka,Bengaluru Rural,Major Irrigation & Canal,Normal,Stage 4: Section 19 Declaration,54.51,190,201,234.63,109.25,58.67,50.58,0.537,10,0.556,7,93,2,0,2,0,0,0,49,542,132,0.98,79.4,0.481,6,0.699,1,107
LA-2026-1370,Uttar Pradesh,Prayagraj,Urban Metro Transit Extension,High,Stage 6: Land Possession & Handover,263.58,1545,1419,924.33,272.52,238.45,34.07,0.875,33,0.971,1,0,23,1,24,0,1,0,109,265,-48,0.98,99.0,0.395,3,0.947,1,161
LA-2026-1371,Maharashtra,Pune,Renewable Energy Solar Park,Critical,Stage 3: Section 15 Hearing & Objections,168.05,1404,930,321.74,162.98,25.26,137.72,0.155,6,0.333,4,35,23,0,23,0,0,0,92,244,255,0.98,47.9,0.319,1,0.759,1,149
LA-2026-1372,Tamil Nadu,Kanchipuram,National Highway Corridor,Normal,Stage 3: Section 15 Hearing & Objections,5.41,47,30,53.92,29.46,1.44,28.02,0.049,4,0.2,4,73,2,0,2,1,0,0,91,592,-54,0.98,99.0,0.359,3,0.714,1,125
LA-2026-1373,Maharashtra,Nagpur,National Highway Corridor,Cabinet Fast-Track,Stage 6: Land Possession & Handover,27.69,91,59,126.59,41.86,28.13,13.73,0.672,1,0.077,6,50,3,0,3,0,0,0,108,84,147,0.98,35.4,0.267,5,0.468,0,0
LA-2026-1374,Rajasthan,Udaipur,Industrial Smart City Corridor,Critical,Stage 5: Valuation & Compensation Award,199.89,1277,1283,518.59,192.88,68.09,124.79,0.353,14,1.0,7,72,19,1,23,0,0,0,146,395,-13,0.98,99.0,0.276,6,0.914,1,304
LA-2026-1375,Rajasthan,Alwar,High-Speed Rail / DFC,High,Stage 3: Section 15 Hearing & Objections,24.06,215,144,115.97,48.73,0.63,48.1,0.013,10,0.588,5,58,5,0,5,1,0,0,110,402,42,0.98,89.6,0.39,2,0.959,1,159
LA-2026-1376,Odisha,Sambalpur,Renewable Energy Solar Park,High,Stage 4: Section 19 Declaration,40.53,363,301,107.14,48.78,14.63,34.15,0.3,17,0.773,1,101,6,1,10,0,0,0,37,237,48,0.98,82.2,0.312,4,0.794,1,105
LA-2026-1377,Gujarat,Rajkot,Major Irrigation & Canal,Normal,Stage 2: Section 11 Notification,11.43,93,57,109.95,58.31,9.15,49.16,0.157,25,1.0,6,72,3,0,3,0,0,0,161,446,-53,0.98,99.0,0.15,5,0.847,1,258
LA-2026-1378,Uttar Pradesh,Prayagraj,Rural Road Connectivity (PMGSY),Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,5.05,82,80,77.77,21.82,4.17,17.65,0.191,14,0.933,2,39,4,0,4,1,1,0,152,363,291,0.98,54.5,0.382,6,0.824,1,164
LA-2026-1379,Madhya Pradesh,Jabalpur,Major Irrigation & Canal,Normal,Stage 5: Valuation & Compensation Award,142.76,699,626,233.06,69.51,46.09,23.42,0.663,28,0.933,0,0,13,0,13,0,0,0,45,448,-46,0.98,99.0,0.352,4,0.679,1,131
LA-2026-1380,Rajasthan,Jodhpur,High-Speed Rail / DFC,Critical,Stage 1: Preliminary Survey & SIA,70.21,369,368,243.57,85.64,8.74,76.9,0.102,9,0.643,0,0,11,0,11,0,0,1,98,475,16,0.98,95.8,0.293,4,0.882,1,225
LA-2026-1381,Maharashtra,Pune,Urban Metro Transit Extension,Critical,Stage 6: Land Possession & Handover,25.09,210,183,117.36,45.09,32.78,12.31,0.727,22,0.88,6,80,2,0,2,0,0,0,70,61,407,0.98,12.1,0.316,4,0.44,0,0
LA-2026-1382,Karnataka,Mysuru,Major Irrigation & Canal,High,Stage 2: Section 11 Notification,24.61,213,172,128.66,53.92,0.11,53.81,0.002,9,0.562,2,17,1,0,1,0,1,0,116,398,175,0.98,68.5,0.282,3,0.715,1,242
LA-2026-1383,Madhya Pradesh,Indore,National Highway Corridor,High,Stage 2: Section 11 Notification,41.95,319,221,112.93,45.82,4.67,41.15,0.102,19,0.76,2,58,3,0,3,0,0,0,164,496,109,0.98,81.0,0.226,1,0.778,1,168
LA-2026-1384,Madhya Pradesh,Ujjain,National Highway Corridor,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,56.37,184,115,72.94,40.11,20.14,19.97,0.502,13,0.65,8,73,3,0,3,0,0,0,138,394,28,0.98,92.4,0.26,0,0.752,1,152
LA-2026-1385,Rajasthan,Jaipur,High-Speed Rail / DFC,Critical,Stage 5: Valuation & Compensation Award,70.94,221,201,286.93,81.37,52.65,28.72,0.647,5,0.161,3,60,4,0,4,0,0,0,143,110,599,0.98,14.5,0.327,4,0.525,1,201
LA-2026-1386,Tamil Nadu,Tiruchirappalli,National Highway Corridor,Critical,Stage 4: Section 19 Declaration,21.19,182,171,142.95,78.43,36.63,41.8,0.467,28,1.0,7,73,2,0,2,0,0,0,126,270,-79,0.98,99.0,0.26,2,0.657,1,201
LA-2026-1387,Gujarat,Ahmedabad,Urban Metro Transit Extension,Critical,Stage 4: Section 19 Declaration,76.05,513,321,206.98,103.68,52.25,51.43,0.504,18,0.667,2,73,6,1,9,0,0,0,171,92,354,0.98,19.6,0.172,0,0.797,1,156
LA-2026-1388,Gujarat,Bharuch,National Highway Corridor,Critical,Stage 1: Preliminary Survey & SIA,34.98,142,91,75.38,41.46,6.14,35.32,0.148,8,0.4,0,0,1,0,1,0,0,0,81,345,-30,0.98,99.0,0.272,5,0.666,1,263
LA-2026-1389,Rajasthan,Kota,Rural Road Connectivity (PMGSY),High,Stage 6: Land Possession & Handover,30.9,256,215,171.5,77.95,57.45,20.5,0.737,27,0.964,0,0,3,0,3,1,1,0,56,278,143,0.98,65.1,0.251,6,0.713,1,113
LA-2026-1390,Gujarat,Rajkot,Rural Road Connectivity (PMGSY),Cabinet Fast-Track,Stage 4: Section 19 Declaration,6.31,61,58,69.63,19.62,7.63,11.99,0.389,23,0.885,2,26,0,0,0,0,1,0,179,273,299,0.98,46.7,0.204,2,0.668,1,415
LA-2026-1391,Uttar Pradesh,Lucknow,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,78.45,637,541,290.14,86.39,6.74,79.65,0.078,34,0.971,3,48,9,0,9,1,0,0,131,338,329,0.98,49.7,0.37,2,0.98,1,151
LA-2026-1392,Rajasthan,Alwar,Urban Metro Transit Extension,Critical,Stage 4: Section 19 Declaration,194.08,855,520,452.03,197.03,104.23,92.8,0.529,22,0.688,6,78,17,0,17,0,0,0,146,79,143,0.98,34.6,0.382,0,0.738,1,140
LA-2026-1393,Tamil Nadu,Tiruchirappalli,Major Irrigation & Canal,Cabinet Fast-Track,Stage 6: Land Possession & Handover,317.74,2411,1507,1052.77,547.29,367.78,179.51,0.672,16,0.889,5,86,39,0,39,0,0,0,160,405,22,0.98,93.9,0.246,6,0.805,1,183
LA-2026-1394,Uttar Pradesh,Lucknow,Major Irrigation & Canal,Normal,Stage 3: Section 15 Hearing & Objections,84.34,689,690,202.1,73.8,9.15,64.65,0.124,7,0.304,4,32,6,1,7,1,0,0,124,380,-94,0.98,99.0,0.392,6,0.98,1,197
LA-2026-1395,Karnataka,Mangaluru,Urban Metro Transit Extension,Normal,Stage 1: Preliminary Survey & SIA,121.02,1026,779,513.85,182.45,9.3,173.15,0.051,12,0.75,2,114,18,1,20,0,0,0,164,74,228,0.98,23.5,0.295,5,0.912,1,256
LA-2026-1396,Rajasthan,Kota,Rural Road Connectivity (PMGSY),Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,132.9,683,538,321.77,158.52,10.62,147.9,0.067,4,0.286,0,0,10,0,10,1,0,0,51,293,218,0.98,56.4,0.235,2,0.569,1,97
LA-2026-1397,Gujarat,Rajkot,National Highway Corridor,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,114.28,711,456,411.87,147.45,6.49,140.96,0.044,3,0.111,2,69,10,0,10,0,0,0,175,212,370,0.98,35.4,0.156,0,0.76,1,217
LA-2026-1398,Maharashtra,Pune,National Highway Corridor,Critical,Stage 5: Valuation & Compensation Award,179.4,738,707,485.38,156.75,70.07,86.68,0.447,0,0.0,0,0,7,0,7,0,0,0,137,49,587,0.98,6.7,0.343,4,0.518,1,146
LA-2026-1399,Rajasthan,Alwar,Major Irrigation & Canal,Cabinet Fast-Track,Stage 4: Section 19 Declaration,93.09,628,507,141.15,76.79,29.49,47.3,0.384,6,0.5,7,15,4,0,4,0,0,0,67,306,-55,0.98,99.0,0.36,5,0.667,1,258
LA-2026-1400,Tamil Nadu,Salem,National Highway Corridor,Normal,Stage 2: Section 11 Notification,57.09,511,523,271.15,118.99,23.08,95.91,0.194,24,0.923,4,82,9,1,10,0,0,0,30,378,349,0.98,51.0,0.201,0,0.893,1,183
LA-2026-1401,Odisha,Angul,National Highway Corridor,Cabinet Fast-Track,Stage 4: Section 19 Declaration,9.69,52,44,53.01,20.56,6.04,14.52,0.294,0,0.0,3,62,1,0,1,0,0,0,19,101,273,0.98,26.0,0.462,6,0.393,0,0
LA-2026-1402,Rajasthan,Jaipur,National Highway Corridor,Critical,Stage 5: Valuation & Compensation Award,12.84,99,90,87.16,36.47,29.8,6.67,0.817,6,0.4,8,58,2,0,2,0,0,0,113,73,452,0.98,12.9,0.31,1,0.359,0,0
LA-2026-1403,Uttar Pradesh,Lucknow,Urban Metro Transit Extension,High,Stage 6: Land Possession & Handover,79.36,680,710,188.04,75.9,50.78,25.12,0.669,3,0.231,2,1,3,0,3,1,0,0,168,271,-72,0.98,99.0,0.408,6,0.667,1,260
LA-2026-1404,Uttar Pradesh,Agra,Renewable Energy Solar Park,High,Stage 2: Section 11 Notification,52.01,284,274,201.29,103.91,16.73,87.18,0.161,19,0.704,3,8,4,0,4,0,0,0,39,84,161,0.98,33.3,0.325,5,0.655,1,180
LA-2026-1405,Madhya Pradesh,Jabalpur,National Highway Corridor,High,Stage 6: Land Possession & Handover,117.81,493,314,394.0,143.26,129.36,13.9,0.903,5,0.167,5,8,9,1,11,1,0,1,21,421,-23,0.98,99.0,0.303,1,0.625,1,92
LA-2026-1406,Maharashtra,Nagpur,National Highway Corridor,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,13.45,68,71,113.87,42.33,1.52,40.81,0.036,0,0.0,0,0,0,0,0,1,0,0,134,38,303,0.98,10.2,0.269,3,0.485,1,122
LA-2026-1407,Rajasthan,Jodhpur,High-Speed Rail / DFC,High,Stage 5: Valuation & Compensation Award,31.52,259,265,102.16,54.55,37.86,16.69,0.694,5,0.263,0,0,6,0,6,0,1,0,115,491,-34,0.98,99.0,0.286,2,0.737,1,170
LA-2026-1408,Odisha,Angul,National Highway Corridor,High,Stage 5: Valuation & Compensation Award,89.48,444,481,146.33,58.2,24.5,33.7,0.421,23,0.742,8,64,4,0,4,0,0,1,34,301,-1,0.98,99.0,0.467,1,0.743,1,119
LA-2026-1409,Uttar Pradesh,Varanasi,Urban Metro Transit Extension,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,50.04,194,209,269.81,135.53,5.69,129.84,0.042,10,0.769,5,36,3,0,3,1,0,0,21,111,249,0.98,29.9,0.439,6,0.679,1,104
LA-2026-1410,Rajasthan,Jaipur,National Highway Corridor,Normal,Stage 1: Preliminary Survey & SIA,24.97,185,131,155.21,47.51,8.5,39.01,0.179,16,0.593,1,9,1,0,1,0,0,0,17,110,250,0.98,29.6,0.327,1,0.534,1,177
LA-2026-1411,Odisha,Sundargarh,Rural Road Connectivity (PMGSY),Normal,Stage 3: Section 15 Hearing & Objections,73.75,616,470,242.44,123.74,1.86,121.88,0.015,26,0.743,3,48,13,0,13,0,1,0,70,80,333,0.98,18.4,0.441,3,0.775,1,148
LA-2026-1412,Gujarat,Surat,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,7.23,56,35,164.25,52.9,3.81,49.09,0.072,23,0.885,3,80,0,0,0,1,0,0,44,412,164,0.98,70.5,0.199,0,0.542,1,127
LA-2026-1413,Maharashtra,Thane,High-Speed Rail / DFC,Normal,Stage 2: Section 11 Notification,106.5,670,516,387.11,149.31,17.32,131.99,0.116,7,0.318,4,77,14,1,16,0,0,0,53,458,191,0.98,69.6,0.442,4,0.814,1,133
LA-2026-1414,Rajasthan,Jodhpur,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,97.23,806,518,320.89,125.54,22.35,103.19,0.178,27,0.771,3,31,12,1,14,0,1,0,13,315,338,0.98,47.3,0.28,4,0.872,1,123
LA-2026-1415,Maharashtra,Nashik,National Highway Corridor,Normal,Stage 6: Land Possession & Handover,32.02,139,136,176.08,73.11,67.19,5.92,0.919,12,0.429,7,103,1,0,1,0,0,1,118,64,632,0.98,8.2,0.259,4,0.414,0,0
LA-2026-1416,Maharashtra,Nashik,High-Speed Rail / DFC,High,Stage 1: Preliminary Survey & SIA,150.1,1206,909,589.45,191.18,32.88,158.3,0.172,0,0.0,7,85,12,1,16,0,1,0,175,274,208,0.98,55.9,0.216,6,0.875,1,171
LA-2026-1417,Gujarat,Rajkot,High-Speed Rail / DFC,Critical,Stage 5: Valuation & Compensation Award,114.88,380,320,384.23,115.85,55.96,59.89,0.483,10,0.833,1,49,8,0,8,1,0,1,172,750,-95,0.98,99.0,0.151,4,0.701,1,293
LA-2026-1418,Karnataka,Bengaluru Rural,Renewable Energy Solar Park,Critical,Stage 2: Section 11 Notification,55.79,404,364,172.36,68.82,0.55,68.27,0.008,1,0.077,6,46,6,0,6,0,0,0,103,293,-57,0.98,99.0,0.464,5,0.816,1,159
LA-2026-1419,Uttar Pradesh,Prayagraj,Urban Metro Transit Extension,High,Stage 5: Valuation & Compensation Award,18.79,68,50,115.93,41.04,29.14,11.9,0.71,15,1.0,3,96,2,0,2,1,0,0,148,274,248,0.98,51.5,0.413,2,0.87,1,234
LA-2026-1420,Madhya Pradesh,Jabalpur,National Highway Corridor,Normal,Stage 1: Preliminary Survey & SIA,29.04,123,108,154.1,78.95,11.21,67.74,0.142,16,0.571,1,60,3,0,3,0,0,1,134,493,40,0.98,91.5,0.352,4,0.739,1,174
LA-2026-1421,Odisha,Khurda,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,35.0,242,154,143.16,64.87,37.17,27.7,0.573,2,0.095,1,21,5,1,7,0,0,0,55,230,32,0.98,86.8,0.292,2,0.778,1,154
LA-2026-1422,Madhya Pradesh,Ujjain,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 1: Preliminary Survey & SIA,35.65,197,209,183.59,95.65,0.38,95.27,0.004,4,0.333,3,8,4,0,4,0,0,0,175,484,126,0.98,78.4,0.246,2,0.888,1,164
LA-2026-1423,Madhya Pradesh,Ujjain,Industrial Smart City Corridor,Critical,Stage 5: Valuation & Compensation Award,34.26,290,302,111.31,47.03,34.52,12.51,0.734,9,0.346,2,114,1,0,1,1,0,0,123,591,131,0.98,80.9,0.23,3,0.515,1,227
LA-2026-1424,Odisha,Jajpur,Rural Road Connectivity (PMGSY),Normal,Stage 3: Section 15 Hearing & Objections,5.94,42,39,51.02,26.35,0.95,25.4,0.036,5,0.294,8,36,0,0,0,1,0,0,126,321,220,0.98,58.4,0.387,5,0.622,1,206
LA-2026-1425,Gujarat,Surat,High-Speed Rail / DFC,Normal,Stage 2: Section 11 Notification,168.24,1194,975,624.15,291.78,2.04,289.74,0.007,11,0.55,2,26,18,0,18,0,0,0,122,159,345,0.98,30.6,0.232,4,0.915,1,152
LA-2026-1426,Gujarat,Bharuch,Industrial Smart City Corridor,Normal,Stage 2: Section 11 Notification,82.5,550,408,379.41,205.84,22.44,183.4,0.109,10,0.385,2,0,9,0,9,0,0,0,47,541,53,0.98,90.1,0.246,2,0.731,1,386
LA-2026-1427,Rajasthan,Kota,Rural Road Connectivity (PMGSY),High,Stage 5: Valuation & Compensation Award,60.89,349,257,233.45,124.28,46.85,77.43,0.377,30,0.857,0,0,4,0,4,0,0,0,38,376,256,0.98,58.5,0.247,3,0.641,1,155
LA-2026-1428,Karnataka,Dharwad,Industrial Smart City Corridor,Normal,Stage 3: Section 15 Hearing & Objections,541.96,1991,1719,542.6,171.36,23.13,148.23,0.135,7,0.25,4,25,29,1,33,0,0,0,159,129,107,0.98,53.7,0.182,3,0.836,1,234
LA-2026-1429,Karnataka,Dharwad,Industrial Smart City Corridor,Normal,Stage 1: Preliminary Survey & SIA,37.34,305,191,220.12,88.62,5.05,83.57,0.057,27,0.794,5,49,9,0,9,0,0,0,47,437,112,0.98,78.6,0.163,6,0.747,1,140
LA-2026-1430,Uttar Pradesh,Varanasi,Urban Metro Transit Extension,Cabinet Fast-Track,Stage 2: Section 11 Notification,46.68,226,237,118.4,51.59,8.62,42.97,0.167,13,0.765,6,17,3,0,3,0,1,0,83,483,122,0.98,78.9,0.435,2,0.796,1,118
LA-2026-1431,Rajasthan,Udaipur,Industrial Smart City Corridor,Normal,Stage 2: Section 11 Notification,82.67,277,226,258.89,111.51,15.83,95.68,0.142,20,0.8,4,53,7,1,11,0,1,0,11,120,444,0.98,20.3,0.243,1,0.637,1,85
LA-2026-1432,Madhya Pradesh,Jabalpur,Renewable Energy Solar Park,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,37.15,179,193,101.79,44.38,0.22,44.16,0.005,23,0.793,7,28,3,0,3,1,0,0,136,341,148,0.98,68.8,0.343,5,0.781,1,227
LA-2026-1433,Rajasthan,Jaipur,Urban Metro Transit Extension,Critical,Stage 5: Valuation & Compensation Award,24.6,152,156,161.14,45.42,20.53,24.89,0.452,0,0.0,1,97,3,0,3,0,1,0,175,281,82,0.98,76.4,0.318,5,0.605,1,247
LA-2026-1434,Odisha,Sambalpur,Major Irrigation & Canal,Cabinet Fast-Track,Stage 4: Section 19 Declaration,15.06,75,60,59.33,15.51,8.11,7.4,0.523,16,0.696,0,0,0,0,0,1,1,0,40,740,-73,0.98,99.0,0.308,2,0.628,1,82
LA-2026-1435,Rajasthan,Jodhpur,Industrial Smart City Corridor,High,Stage 3: Section 15 Hearing & Objections,167.1,932,591,299.73,133.24,13.72,119.52,0.103,22,0.688,0,0,17,1,18,0,1,0,117,399,60,0.98,85.9,0.294,0,0.96,1,192
LA-2026-1436,Gujarat,Bharuch,Industrial Smart City Corridor,Critical,Stage 4: Section 19 Declaration,166.55,1313,813,415.36,190.83,54.77,136.06,0.287,11,0.733,2,1,17,1,20,0,0,0,102,307,181,0.98,61.9,0.256,1,0.95,1,172
LA-2026-1437,Uttar Pradesh,Varanasi,High-Speed Rail / DFC,High,Stage 1: Preliminary Survey & SIA,128.57,736,554,393.98,99.05,2.28,96.77,0.023,7,0.226,6,58,9,0,9,1,1,0,153,437,-65,0.98,99.0,0.38,5,0.877,1,159
LA-2026-1438,Odisha,Sundargarh,Rural Road Connectivity (PMGSY),Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,208.15,657,685,594.82,200.96,4.82,196.14,0.024,9,0.529,0,0,13,0,13,1,0,0,97,811,-96,0.98,99.0,0.407,5,0.928,1,254
LA-2026-1439,Karnataka,Belagavi,High-Speed Rail / DFC,High,Stage 5: Valuation & Compensation Award,45.5,243,150,145.37,77.11,41.41,35.7,0.537,0,0.0,7,96,4,0,4,1,1,0,38,247,13,0.98,94.0,0.203,4,0.556,1,72
LA-2026-1440,Maharashtra,Nashik,National Highway Corridor,Critical,Stage 2: Section 11 Notification,229.24,1397,1474,494.32,129.33,15.26,114.07,0.118,12,1.0,1,100,19,1,21,1,0,1,180,184,63,0.98,73.5,0.245,1,0.98,1,219
LA-2026-1441,Tamil Nadu,Tiruchirappalli,Industrial Smart City Corridor,Critical,Stage 1: Preliminary Survey & SIA,144.35,614,586,138.79,72.28,11.06,61.22,0.153,16,0.842,1,12,10,0,10,0,0,0,166,776,-84,0.98,99.0,0.237,2,0.832,1,150
LA-2026-1442,Gujarat,Bharuch,National Highway Corridor,Normal,Stage 4: Section 19 Declaration,90.93,495,503,210.6,86.62,13.34,73.28,0.154,22,0.957,2,56,7,0,7,0,0,0,131,754,-58,0.98,99.0,0.248,4,0.949,1,162
LA-2026-1443,Karnataka,Dharwad,National Highway Corridor,Critical,Stage 4: Section 19 Declaration,68.68,586,431,275.2,106.38,15.0,91.38,0.141,15,0.938,5,90,6,1,7,0,0,0,143,142,515,0.98,20.6,0.221,5,0.924,1,176
LA-2026-1444,Tamil Nadu,Salem,High-Speed Rail / DFC,Cabinet Fast-Track,Stage 2: Section 11 Notification,224.6,1281,1045,578.0,231.84,31.07,200.77,0.134,21,0.778,5,22,20,1,24,0,0,0,27,223,395,0.98,35.1,0.172,0,0.8,1,143
LA-2026-1445,Gujarat,Rajkot,Major Irrigation & Canal,Normal,Stage 3: Section 15 Hearing & Objections,128.13,664,613,210.41,91.65,7.42,84.23,0.081,10,0.556,3,76,8,0,8,1,0,0,103,63,289,0.98,16.9,0.133,3,0.859,1,144
LA-2026-1446,Tamil Nadu,Tiruchirappalli,Renewable Energy Solar Park,Critical,Stage 2: Section 11 Notification,10.89,48,41,148.57,46.59,2.61,43.98,0.056,25,0.758,7,65,1,0,1,0,1,0,131,394,195,0.98,65.9,0.221,2,0.758,1,228
LA-2026-1447,Rajasthan,Alwar,High-Speed Rail / DFC,High,Stage 3: Section 15 Hearing & Objections,5.92,71,74,91.46,47.0,9.12,37.88,0.194,21,0.778,0,0,1,0,1,0,0,1,27,57,224,0.98,19.3,0.358,4,0.439,0,0
LA-2026-1448,Uttar Pradesh,Lucknow,Urban Metro Transit Extension,Cabinet Fast-Track,Stage 6: Land Possession & Handover,251.73,1091,956,676.63,170.19,157.26,12.93,0.924,31,0.939,7,64,19,1,22,0,1,0,85,236,421,0.98,34.9,0.361,6,0.791,1,182
LA-2026-1449,Maharashtra,Nashik,National Highway Corridor,Cabinet Fast-Track,Stage 5: Valuation & Compensation Award,9.04,80,78,84.6,36.83,14.62,22.21,0.397,1,0.038,0,0,0,0,0,0,0,0,123,415,87,0.98,81.7,0.301,1,0.442,0,0
LA-2026-1450,Rajasthan,Alwar,High-Speed Rail / DFC,Critical,Stage 4: Section 19 Declaration,67.09,371,330,253.42,111.19,41.92,69.27,0.377,21,0.7,7,84,4,0,4,0,0,0,38,529,49,0.98,90.5,0.396,1,0.666,1,99
LA-2026-1451,Maharashtra,Nashik,Industrial Smart City Corridor,Cabinet Fast-Track,Stage 3: Section 15 Hearing & Objections,45.41,345,224,255.63,98.89,2.57,96.32,0.026,10,0.476,0,0,5,1,6,0,0,0,100,661,-95,0.98,99.0,0.27,4,0.951,1,176
LA-2026-1452,Maharashtra,Thane,Major Irrigation & Canal,Normal,Stage 4: Section 19 Declaration,30.0,275,231,99.6,49.18,19.48,29.7,0.396,1,0.043,3,31,5,1,8,0,1,0,115,395,138,0.98,73.1,0.444,2,0.854,1,178
LA-2026-1453,Uttar Pradesh,Noida,High-Speed Rail / DFC,Normal,Stage 2: Section 11 Notification,49.37,284,235,109.67,44.17,0.18,43.99,0.004,27,0.818,8,115,7,0,7,0,1,0,127,68,445,0.98,12.3,0.488,4,0.826,1,156
